,,position,team,matches,wins,draws,loses,scored,missed,pts,xG,xG_diff,npxG,xGA,xGA_diff,npxGA,npxGD,ppda_coef,oppda_coef,deep,deep_allowed,xpts,xpts_diff
EPL,2015,3,Tottenham,38,19,13,6,69,35,70,63.41936200000001,-5.580637999999993,59.61355600000002,37.08092899999999,2.0809289999999905,35.558639,24.054917,6.677874617248266,11.690425452837243,255,182,69.41410000000002,-0.585899999999981
EPL,2015,4,Manchester United,38,19,9,10,49,35,66,45.42421100000001,-3.5757889999999932,43.140710000000006,39.655822000000015,4.655822000000015,38.13348400000002,5.007226000000003,8.065414944805765,12.422403298662495,272,198,56.4482,-9.5518
EPL,2015,5,Manchester City,38,19,9,10,71,41,66,66.19736,-4.802639999999997,60.107996,37.469231,-3.5307689999999994,36.70809499999999,23.399901000000003,8.187992646860565,13.828686092184109,379,149,70.13600000000001,4.13600000000001
EPL,2015,6,Southampton,38,18,9,11,59,41,63,56.201605,-2.7983949999999993,53.08501,44.29160900000001,3.2916090000000082,43.53044200000001,9.554568000000003,9.649278779400706,12.629054563868499,276,194,61.076299999999996,-1.9237000000000037
EPL,2015,7,West Ham,38,16,14,8,65,51,62,54.40056700000002,-10.599432999999983,51.35588900000002,55.47865699999998,4.478656999999977,49.38931099999999,1.9665779999999984,9.667072249799233,9.468405177828751,212,260,49.8002,-12.199800000000003
EPL,2015,8,Liverpool,38,16,12,10,63,50,60,54.365662000000015,-8.634337999999985,52.84332400000002,37.8828599,-12.1171401,35.5274469,17.315877099999998,7.915810659939249,11.826111301753329,373,158,63.29060000000001,3.290600000000012
EPL,2015,9,Stoke,38,14,9,15,41,55,51,42.626573,1.6265730000000005,38.82080299999999,54.34991700000001,-0.650082999999988,50.54411100000001,-11.723308,10.781819212366425,10.23129191411545,179,257,48.30089999999999,-2.6991000000000085
EPL,2015,10,Chelsea,38,12,14,12,59,53,50,54.47971900000001,-4.52028099999999,50.673879000000014,44.626242,-8.373758000000002,41.58156499999999,9.092314,9.182035044199774,10.728803005062735,354,194,59.6233,9.6233
EPL,2015,11,Swansea,38,12,11,15,42,52,47,39.958642,-2.0413580000000024,36.152798,53.634229000000026,1.6342290000000261,52.11189100000002,-15.959093,10.461628263140213,11.532582681920484,188,254,42.3999,-4.600099999999998
EPL,2015,12,Everton,38,11,14,13,59,55,47,53.98107190000001,-5.0189280999999895,50.17527190000001,54.74880399999999,-0.2511960000000073,50.18178599999999,-0.006514099999998191,12.466180236401305,10.779556877579799,256,304,52.69149999999999,5.691499999999991
EPL,2015,13,Watford,38,12,9,17,40,50,45,43.19963699999998,3.1996369999999814,37.87145199999999,51.851501,1.851500999999999,45.744509,-7.873057000000001,9.863686054034366,8.335105366131378,193,241,48.2545,3.2545
EPL,2015,14,West Bromwich Albion,38,10,13,15,34,48,43,39.7528703,5.752870299999998,35.9293973,51.93684600000001,3.93684600000001,47.369827000000015,-11.440429700000005,12.340651837171295,7.945136041517219,168,256,42.3035,-0.6965000000000003
EPL,2015,15,Crystal Palace,38,11,9,18,39,51,42,42.50767000000001,3.5076700000000116,38.701821,52.93888400000001,1.9388840000000087,49.894244000000015,-11.192423000000002,9.325103236035579,8.56500717089333,161,306,44.8943,2.894300000000001
EPL,2015,16,Bournemouth,38,11,9,18,45,67,42,38.705838,-6.294162,35.661153999999996,53.96870899999999,-13.03129100000001,49.40169599999999,-13.740542000000001,9.578405587566193,10.792962965632038,199,216,43.77229999999999,1.772299999999987
EPL,2015,17,Sunderland,38,9,12,17,48,62,39,40.51717199999999,-7.482828000000012,38.23366399999999,58.85022230000001,-3.149777699999987,52.7608783,-14.527214300000006,12.603121508943918,8.205901061170623,188,312,40.5241,1.5240999999999971
EPL,2015,18,Newcastle United,38,9,10,19,44,65,37,37.605660400000005,-6.394339599999995,35.322165399999996,55.4230604,-9.576939600000003,51.6172134,-16.295047999999998,12.389467657408057,8.027511230933117,154,294,40.2114,3.2113999999999976
EPL,2015,19,Norwich,38,9,7,22,39,67,34,39.187494,0.18749400000000094,38.426328,58.930606999999995,-8.069393000000005,51.318942,-12.892614000000002,12.998479691003197,9.060642139166243,182,267,39.177699999999994,5.177699999999994
EPL,2015,20,Aston Villa,38,3,8,27,27,76,17,26.527059399999995,-0.4729406000000047,25.004717399999993,59.009572999999996,-16.990427000000004,55.203728000000005,-30.199010599999994,13.835949475203492,7.984215614090003,136,300,29.814,12.814
EPL,2016,1,Chelsea,38,30,3,5,85,33,93,61.796887,-23.203113000000002,58.607912999999996,28.618919399999996,-4.381080600000004,27.096581399999998,31.5113316,11.768276327802845,11.874985897007223,435,150,75.737,-17.263000000000005
EPL,2016,2,Tottenham,38,26,8,4,86,26,86,70.065979,-15.934021000000001,63.21544900000001,33.7819329,7.781932900000001,32.259602900000004,30.9558461,7.804758281218535,12.262617801087472,300,182,75.37169999999999,-10.62830000000001
EPL,2016,3,Manchester City,38,23,9,6,80,39,78,79.851438,-0.1485619999999983,73.00099800000001,29.607516,-9.392484,25.657368,47.34363,6.768413985743822,15.409429868572872,441,131,85.41309999999999,7.413099999999986
EPL,2016,4,Liverpool,38,22,10,6,78,42,76,66.63255800000002,-11.367441999999983,60.54320899999999,37.6523285,-4.347671499999997,33.8464865,26.6967225,7.601823852170674,16.302048314044153,446,134,69.8308,-6.169200000000004
EPL,2016,5,Arsenal,38,23,6,9,77,44,75,63.58125699999999,-13.418743000000013,59.01423599999999,47.071276999999995,3.071276999999995,39.459584099999994,19.5546519,8.525239872267852,14.459881826754545,478,199,62.1195,-12.880499999999998
EPL,2016,6,Manchester United,38,18,15,5,54,29,69,57.571358999999994,3.571358999999994,54.526678,31.623915,2.623915,27.818071799999995,26.708606199999995,9.507941717022774,13.370097789516432,334,177,70.89420000000001,1.894200000000012
EPL,2016,7,Everton,38,17,10,11,62,44,61,49.632454100000004,-12.367545899999996,46.587777100000004,45.78298399999999,1.782983999999992,41.977173,4.6106041,10.698700145521501,10.983423180489387,197,261,55.777100000000004,-5.222899999999996
EPL,2016,8,Bournemouth,38,12,10,16,55,67,46,50.01613400000001,-4.983865999999992,42.404434800000004,62.992386999999994,-4.007613000000006,59.186531999999985,-16.782097200000003,11.254612553362756,9.899497946879212,244,321,43.174200000000006,-2.825799999999994
EPL,2016,9,Southampton,38,12,10,16,41,48,46,49.9841215,8.9841215,45.4171075,43.08468100000001,-4.91531899999999,36.234156000000006,9.182951499999994,9.175662701274959,13.687547977510581,249,256,55.685100000000006,9.685100000000006
EPL,2016,10,West Ham,38,12,9,17,47,64,45,48.245556000000015,1.2455560000000148,44.986651000000016,59.67157099999998,-4.328429000000021,53.58221899999998,-8.595568,11.68473426866296,10.386478946133531,166,297,46.0425,1.0424999999999969
EPL,2016,11,West Bromwich Albion,38,12,9,17,43,51,45,38.213618000000004,-4.786381999999996,37.452448000000004,47.90015100000001,-3.099848999999992,45.616635,-8.164186999999998,15.879628540187445,7.496460216332622,133,275,45.5854,0.5853999999999999
EPL,2016,12,Stoke,38,11,11,16,41,56,44,47.87402199999998,6.874021999999982,43.30700399999999,48.66872600000001,-7.331273999999993,47.14638600000001,-3.839382000000002,13.070667025102479,8.701834707990859,217,253,52.2932,8.293199999999999
EPL,2016,13,Leicester,38,12,8,18,48,63,44,44.34083300000001,-3.6591669999999894,39.656960000000005,51.304373000000005,-11.695626999999995,48.259735,-8.602774999999998,12.374472273759075,8.763966050369527,196,279,48.11949999999999,4.119499999999988
EPL,2016,14,Crystal Palace,38,12,5,21,50,63,41,45.40267000000001,-4.597329999999992,40.074497,50.031654,-12.968345999999997,48.509315,-8.434818,9.697307678169034,8.006623519259065,204,297,48.4526,7.452599999999997
EPL,2016,15,Swansea,38,12,5,21,45,70,41,39.49954290000001,-5.500457099999991,37.21603390000001,65.129661,-4.870339000000001,58.923443000000006,-21.707409100000007,13.40370431253531,11.5116687638355,161,308,36.49079999999999,-4.509200000000007
EPL,2016,16,Watford,38,11,7,20,40,68,40,36.25455790000001,-3.745442099999991,33.9710549,52.61801400000001,-15.38198599999999,49.573337,-15.602282099999996,10.864119327607108,9.455931084551523,171,240,40.62490000000001,0.6249000000000109
EPL,2016,17,Burnley,38,11,7,20,39,55,40,35.591733999999995,-3.4082660000000047,31.024714000000003,55.268616999999985,0.2686169999999848,51.248535999999994,-20.223822000000002,12.894137089854281,10.13592588789958,174,290,38.35810000000001,-1.6418999999999926
EPL,2016,18,Hull,38,9,7,22,37,80,34,33.839492,-3.160508,31.555987000000002,71.77442400000001,-8.22557599999999,61.87924200000001,-30.323255,15.813960681977466,10.911178505009676,160,326,30.7344,-3.265599999999999
EPL,2016,19,Middlesbrough,38,5,13,20,27,53,28,30.930126300000005,3.930126300000005,29.4077853,55.301359899999994,2.3013598999999942,51.4955189,-22.087733600000004,11.045008255649467,10.884778386388087,144,320,37.25339999999999,9.253399999999992
EPL,2016,20,Sunderland,38,6,6,26,29,69,24,34.22368,5.223680000000002,30.417833100000006,65.66352800000001,-3.3364719999999863,62.61884800000001,-32.2010149,13.279815413641384,8.608607633899872,180,334,32.2426,8.242600000000003
EPL,2017,1,Manchester City,38,32,4,2,106,27,100,91.43414500000002,-14.565854999999985,85.123985,24.511917699999994,-2.4880823000000056,22.9896197,62.1343653,6.7078121419915675,28.897068288668994,541,96,91.0893,-8.910700000000006
EPL,2017,2,Manchester United,38,25,6,7,68,28,81,59.043412000000004,-8.956587999999996,56.631119,43.540152000000006,15.540152000000006,42.778982,13.852136999999997,10.565642595295738,14.153926099562703,319,243,62.330700000000014,-18.669299999999986
EPL,2017,3,Tottenham,38,23,8,7,74,36,77,68.91189399999999,-5.0881060000000105,66.628384,35.859432999999996,-0.14056700000000433,33.476814,33.15157000000001,8.046219158880145,17.19392017025325,339,162,76.01619999999998,-0.9838000000000164
EPL,2017,4,Liverpool,38,21,12,5,84,38,75,77.48511899999998,-6.514881000000017,75.183319,35.751620700000004,-2.2483792999999963,31.1846147,43.9987043,10.410387517267777,23.561771163978104,436,148,79.38480000000001,4.384800000000013
EPL,2017,5,Chelsea,38,21,7,10,62,38,70,59.160689000000005,-2.839310999999995,56.87721900000001,34.034713700000005,-3.9652862999999954,32.5123747,24.36484430000001,14.886178192640998,14.098109904535779,373,220,68.45700000000001,-1.5429999999999922
EPL,2017,6,Arsenal,38,19,6,13,74,51,63,72.269335,-1.730665000000002,68.46348599999999,48.745316,-2.2546839999999975,44.178293,24.285192999999992,9.584708914993932,17.635081011039908,488,203,65.89910000000002,2.8991000000000184
EPL,2017,7,Burnley,38,14,12,12,36,39,54,32.771712,-3.228287999999999,32.771712,52.156891,13.156891000000002,48.351043000000004,-15.579331000000003,14.797303188875773,10.584040244023258,162,305,41.00169999999999,-12.998300000000008
EPL,2017,8,Everton,38,13,10,15,44,58,49,43.70751099999999,-0.29248900000001044,37.50187199999999,55.495772,-2.5042279999999977,51.690003,-14.188130999999998,10.952973629356514,11.010696879919056,185,297,47.00149999999998,-1.9985000000000213
EPL,2017,9,Leicester,38,12,11,15,56,60,47,50.28871369999999,-5.711286300000012,45.72174069999999,49.35872299999999,-10.64127700000001,46.31403699999999,-0.5922962999999999,12.774865694759631,10.123776059035317,183,268,55.85470000000001,8.854700000000008
EPL,2017,10,Crystal Palace,38,11,11,16,45,55,44,56.749704,11.749704000000001,49.138176,53.53526900000001,-1.4647309999999933,52.012933000000004,-2.874756999999998,12.478397437828034,8.617741525018115,247,269,58.03449999999998,14.03449999999998
EPL,2017,11,Bournemouth,38,11,11,16,45,61,44,39.99186,-5.008139999999997,37.708349,64.93248999999999,3.932489999999987,62.64902000000001,-24.940671,17.059263015965545,9.736076132665064,245,339,37.6404,-6.3596
EPL,2017,12,Newcastle United,38,12,8,18,39,47,44,44.62560799999999,5.625607999999993,43.86443799999999,52.472364000000006,5.472364000000006,47.754042000000005,-3.8896040000000003,14.17395270888467,8.83467527079099,171,287,46.23800000000002,2.238000000000021
EPL,2017,13,West Ham,38,10,12,16,48,68,42,36.80133,-11.19867,33.75665299999999,58.36886899999997,-9.631131000000032,53.70596199999999,-19.949309,13.536258654487478,8.8375115523566,173,308,39.2592,-2.7408
EPL,2017,14,Watford,38,11,8,19,44,64,41,45.847429,1.8474289999999982,41.129107,53.981190999999995,-10.018809000000005,49.414176,-8.285068999999998,11.349030609881249,10.876684192218015,232,237,46.6939,5.693899999999999
EPL,2017,15,Brighton,38,9,13,16,34,54,40,37.2144165,3.2144164999999987,31.8862345,53.083800999999994,-0.916199000000006,50.80029899999998,-18.914064500000002,19.517768296666073,12.624331768203337,159,291,40.84720000000001,0.847200000000008
EPL,2017,16,Huddersfield,38,9,10,19,28,58,37,32.1338432,4.133843200000001,30.611543200000003,53.216161,-4.783839,48.502149,-17.890605799999996,13.613523817938411,10.901830215381901,125,251,36.8432,-0.15679999999999694
EPL,2017,17,Southampton,38,7,15,16,37,56,36,41.88014700000001,4.880147000000008,39.596638000000006,46.555426999999995,-9.444573000000005,45.033090999999985,-5.436453,10.136473716762742,12.386475630244922,225,277,48.71569999999999,12.715699999999991
EPL,2017,18,Stoke,38,7,12,19,35,68,33,36.754259,1.7542589999999976,34.47075399999999,65.54098400000001,-2.459015999999991,61.735176,-27.264421999999996,16.877042179664556,8.427139623303823,189,315,36.1678,3.1677999999999997
EPL,2017,19,Swansea,38,8,9,21,28,56,33,29.7130847,1.7130846999999996,28.9519147,61.83360399999999,5.833603999999987,57.124501,-28.1725863,17.52209764775331,11.987337553582778,148,301,32.307100000000005,-0.6928999999999945
EPL,2017,20,West Bromwich Albion,38,6,13,19,31,56,31,35.184401,4.184401000000001,34.42323,48.993914,-7.006086000000003,48.232744,-13.809514,14.579126129001635,9.080831964113832,140,263,42.9637,11.963700000000003
EPL,2018,1,Manchester City,38,32,2,4,95,23,98,93.72055900000001,-1.2794409999999914,90.67588,25.7326041,2.7326040999999996,22.687925100000005,67.98795489999998,8.526163727355268,30.46811259810453,582,135,90.64059999999999,-7.359400000000008
EPL,2018,2,Liverpool,38,30,7,1,89,22,97,79.45754000000001,-9.542459999999991,74.12936,29.145105000000004,7.1451050000000045,28.38393600000001,45.74542399999999,10.959870865746092,22.161375690580364,431,152,83.45409999999998,-13.545900000000017
EPL,2018,3,Chelsea,38,21,9,8,63,39,72,63.968004,0.9680040000000005,60.162158,38.107687000000006,-0.8923129999999944,36.447257,23.714900999999998,10.650182661297576,15.995166726004902,376,188,71.451,-0.5490000000000066
EPL,2018,4,Tottenham,38,23,2,13,67,39,71,61.746657000000006,-5.253342999999994,58.70202,49.146068000000014,10.146068000000014,45.34022,13.361800000000002,9.90848208787457,17.680093699619132,270,202,61.43999999999999,-9.56000000000001
EPL,2018,5,Arsenal,38,21,7,10,73,51,70,64.79537200000001,-8.204627999999985,60.98952099999999,57.2974875,6.297487500000003,51.9693395,9.020181500000003,10.080325377078491,13.944289085235267,400,253,58.9713,-11.0287
EPL,2018,6,Manchester United,38,19,9,10,65,54,66,68.61749799999998,3.6174979999999834,59.37586199999999,52.30019000000002,-1.699809999999978,47.733182000000006,11.64268,11.073851102868893,14.433334468656627,313,268,61.85960000000002,-4.140399999999978
EPL,2018,7,Wolverhampton Wanderers,38,16,9,13,47,46,57,53.05869160000001,6.05869160000001,50.014015600000015,42.691294,-3.308706000000001,39.646622,10.367393600000002,15.863031190347197,12.292937802483706,184,220,59.9145,2.9144999999999968
EPL,2018,8,Everton,38,15,9,14,54,46,54,53.86613399999999,-0.1338660000000118,49.92234399999998,49.30978990000001,3.3097899000000126,45.396306900000006,4.526037099999998,10.259641140308235,10.972068436971487,211,210,55.537800000000004,1.5378000000000043
EPL,2018,9,West Ham,38,15,7,16,52,55,52,47.960527900000024,-4.039472099999976,44.15483690000002,65.66202299999999,10.66202299999999,61.856182999999994,-17.701346099999995,13.315241395849933,10.406222991286182,261,293,43.7194,-8.2806
EPL,2018,10,Leicester,38,15,7,16,51,48,52,52.11415300000001,1.1141530000000088,46.78597900000001,44.642585,-3.357415000000003,40.836749,5.949230000000002,12.790205225969682,11.480872856407972,205,253,56.23779999999999,4.237799999999993
EPL,2018,11,Watford,38,14,8,16,52,59,50,51.73354600000001,-0.26645399999998887,50.97237600000002,63.291170999999984,4.291170999999984,59.485322999999994,-8.512947,12.497500664608387,10.361421707280272,275,264,46.00149999999999,-3.998500000000007
EPL,2018,12,Crystal Palace,38,14,7,17,51,53,49,50.642165999999996,-0.357834000000004,42.269351,52.804285,-0.19571499999999986,48.998431999999994,-6.729081000000003,15.408263149673393,9.201229984572498,256,261,51.92549999999999,2.9254999999999924
EPL,2018,13,Newcastle United,38,12,9,17,42,48,45,39.910650499999996,-2.0893495000000044,37.6271415,57.545492,9.545492000000003,52.978485000000006,-15.3513435,14.721739818393583,10.545337655498406,178,305,39.2231,-5.776899999999998
EPL,2018,14,Bournemouth,38,13,6,19,56,70,45,58.812899,2.8128990000000016,51.962379,62.423162,-7.576838000000002,58.61741299999999,-6.655034000000003,17.27589757710997,10.752280518848501,280,313,51.4947,6.494700000000002
EPL,2018,15,Burnley,38,11,7,20,45,68,40,44.7412159,-0.25878409999999974,43.2189159,66.12206499999999,-1.877935000000008,63.83859499999999,-20.619679100000003,14.485418849050815,10.630246321421213,193,315,41.998200000000004,1.9982000000000042
EPL,2018,16,Southampton,38,9,12,17,45,65,39,49.671325,4.671325000000003,45.86548,59.27171400000001,-5.72828599999999,56.98821400000002,-11.122733999999998,12.041886370515885,10.886729318778977,206,300,45.10750000000001,6.107500000000009
EPL,2018,17,Brighton,38,9,9,20,35,60,36,37.027868,2.027867999999998,32.46084400000001,62.462145,2.4621449999999996,54.850533999999996,-22.389689999999995,15.008271843371107,11.455870375765915,153,321,36.186,0.18599999999999994
EPL,2018,18,Cardiff,38,10,4,24,34,69,34,41.7697266,7.7697265999999985,38.725067599999996,66.503167,-2.496832999999995,61.174976,-22.4499084,18.462972720768516,6.019176202017512,143,357,37.44920000000001,3.449200000000012
EPL,2018,19,Fulham,38,7,5,26,34,81,26,42.621863999999995,8.621863999999995,40.338362,73.58661000000001,-7.413389999999993,68.25856000000002,-27.920198,16.566611432665667,12.02167746126583,171,335,33.6044,7.604399999999998
EPL,2018,20,Huddersfield,38,3,7,28,22,76,16,29.002263000000003,7.002263000000003,28.241098,67.194016,-8.805983999999995,61.10473900000001,-32.863641,12.825775161703007,11.01288846175696,133,276,29.610599999999994,13.610599999999994
La_liga,2014,1,Barcelona,38,30,4,4,110,21,94,102.98015200000002,-7.019847999999982,97.77721200000002,28.44429270000001,7.444292700000009,24.727906700000005,73.04930530000001,5.683534703382723,16.367592989090525,489,114,94.08129999999998,0.0812999999999846
La_liga,2014,2,Real Madrid,38,30,2,6,118,38,92,95.76624299999999,-22.23375700000001,86.10389499999998,42.607198000000004,4.607198000000004,38.890805,47.213090000000015,10.209085456325049,12.929510106152211,351,153,81.7489,-10.251099999999994
La_liga,2014,3,Atletico Madrid,38,23,9,6,67,29,78,57.047670000000004,-9.952329999999996,52.588007999999995,29.069107100000004,0.06910710000000364,26.839271100000005,25.748736900000008,8.982028430893806,9.237090640679776,197,123,73.13530000000003,-4.864699999999971
La_liga,2014,4,Valencia,38,22,11,5,70,32,77,55.06250000000001,-14.937499999999993,49.703978,39.392571999999994,7.392571999999994,33.44647700000001,16.257500999999998,8.709827299105736,7.870224725817145,203,172,63.7068,-13.293199999999999
La_liga,2014,5,Sevilla,38,23,7,8,71,45,76,69.52662400000001,-1.4733759999999876,62.094599,47.86274200000001,2.8627420000000114,41.91652900000002,20.17807,8.276147614918786,9.477804782000847,305,168,67.38669999999999,-8.61330000000001
La_liga,2014,6,Villarreal,38,16,12,10,48,37,60,56.767998999999996,8.767998999999996,55.281437999999994,40.70181300000001,3.7018130000000085,38.47197700000002,16.809461000000002,10.072084889245291,8.679659582326257,242,171,62.736299999999986,2.7362999999999857
La_liga,2014,7,Athletic Club,38,15,10,13,42,41,55,45.54215069999999,3.5421506999999934,41.8261507,44.1067075,3.106707499999999,41.7371605,0.0889902000000008,7.462405547667463,9.403964980727908,183,171,53.3585,-1.6415000000000006
La_liga,2014,8,Celta Vigo,38,13,12,13,47,44,51,58.887332000000015,11.887332000000015,54.42766400000001,51.77713800000001,7.777138000000008,46.574205,7.853459000000003,6.056172520220022,10.882769437017174,287,207,55.04879999999999,4.048799999999993
La_liga,2014,9,Malaga,38,14,8,16,42,48,50,46.221008000000005,4.221008000000005,40.878338,54.130818,6.130817999999998,49.515436999999984,-8.637099,7.792069340315364,7.0190679410732155,184,184,48.512800000000006,-1.4871999999999943
La_liga,2014,10,Rayo Vallecano,38,15,4,19,46,68,49,47.790696,1.790695999999997,45.56086799999999,70.43346,2.4334599999999966,65.97380000000001,-20.412932,6.15797837557606,9.73510921556125,147,219,43.54550000000001,-5.454499999999989
La_liga,2014,11,Espanyol,38,13,10,15,47,51,49,43.979193,-3.020806999999998,41.006215,48.30391579999999,-2.6960842000000085,47.56064179999999,-6.554426799999998,9.381753858685475,7.15821740085443,173,205,50.384999999999984,1.3849999999999838
La_liga,2014,12,Real Sociedad,38,11,13,14,44,51,46,33.48519699999999,-10.514803000000008,31.255367999999994,51.15811800000001,0.15811800000000886,46.53602600000001,-15.280657999999997,8.614234642115408,8.829567437616348,146,168,38.78179999999999,-7.21820000000001
La_liga,2014,13,Elche,38,11,8,19,35,62,41,39.61085300000001,4.610853000000013,34.265640000000005,58.071769999999994,-3.9282300000000063,51.38227199999999,-17.116632000000003,9.517572254867797,8.623286731035208,107,216,40.671800000000005,-0.3281999999999954
La_liga,2014,14,Getafe,38,10,7,21,33,64,37,33.9685805,0.9685805000000016,32.482020500000004,53.673382,-10.326618000000003,47.72819699999999,-15.2461765,10.145485655483892,7.235660297374932,114,221,40.10310000000002,3.103100000000019
La_liga,2014,15,Levante,38,9,10,19,34,67,37,35.3017053,1.3017053000000018,32.3286043,60.270317000000006,-6.729682999999994,54.18169700000001,-21.85309269999999,12.379267906551258,7.501470880491498,97,224,37.60459999999999,0.6045999999999907
La_liga,2014,16,Deportivo La Coruna,38,7,14,17,35,60,35,37.871237799999996,2.871237799999996,32.5058868,50.9793042,-9.020695799999999,46.5197612,-14.013874399999995,9.872519602819812,7.921498201535552,133,188,43.52490000000001,8.52490000000001
La_liga,2014,17,Granada,38,7,14,17,29,64,35,37.38727509999999,8.38727509999999,32.9275981,54.283784,-9.716216000000003,51.31067799999999,-18.383079899999995,8.924796294868555,7.551742401644589,117,206,45.7345,10.734499999999997
La_liga,2014,18,Eibar,38,9,8,21,34,55,35,29.560106899999994,-4.439893100000006,28.0735569,53.71796199999999,-1.2820380000000071,50.001574999999995,-21.9280181,9.636161419876489,8.056607783421207,106,225,35.65370000000001,0.6537000000000077
La_liga,2014,19,Almeria,38,8,8,22,35,64,32,38.6699445,3.6699444999999997,34.210265500000006,58.866805000000014,-5.133194999999986,57.38025000000001,-23.16998450000001,8.761424561450733,6.230163608502944,136,220,39.325500000000005,7.325500000000005
La_liga,2014,20,Cordoba,38,3,11,24,22,68,20,29.764514499999997,7.764514499999997,27.5346865,57.33977600000001,-10.660223999999992,52.13732600000001,-24.602639500000006,11.606826266670417,7.530367498117108,91,253,36.2912,16.291200000000003
La_liga,2015,1,Barcelona,38,29,4,5,112,29,91,113.59826999999999,1.5982699999999852,99.47702,34.029090100000005,5.029090100000005,33.2859401,66.19107989999999,6.012151909468335,15.064389542698626,570,163,94.37999999999998,3.3799999999999812
La_liga,2015,2,Real Madrid,38,28,6,4,110,34,90,90.454148,-19.545851999999996,83.76463800000002,45.233782,11.233781999999998,42.26067099999999,41.50396699999999,9.251966893412055,14.571880585412604,404,211,79.09270000000002,-10.907299999999978
La_liga,2015,3,Atletico Madrid,38,28,4,6,63,18,88,54.92736500000001,-8.072634999999991,53.44093500000001,27.797052,9.797052,27.053774,26.387161,8.834883908940133,9.045123902718023,261,170,72.28030000000001,-15.719699999999989
La_liga,2015,4,Villarreal,38,18,10,10,44,35,64,40.488814,-3.511186000000002,38.258973,41.63078800000001,6.63078800000001,39.400957999999996,-1.1419849999999987,9.924385958226544,9.034771594108914,188,215,52.1071,-11.892899999999997
La_liga,2015,5,Athletic Club,38,18,8,12,58,45,62,53.89661400000001,-4.103385999999993,50.039775000000006,45.326223999999996,0.3262239999999963,40.123397000000004,9.916378000000005,8.112320106464502,9.674713458534473,221,174,58.23810000000002,-3.761899999999983
La_liga,2015,6,Celta Vigo,38,17,9,12,51,59,60,50.20347,-0.7965299999999971,46.48721,51.98172580000002,-7.018274199999979,48.26545480000002,-1.7782448000000008,6.435314606547314,11.222888296863315,321,245,53.080999999999996,-6.919000000000004
La_liga,2015,7,Sevilla,38,14,10,14,51,50,52,62.97063399999999,11.97063399999999,57.76782999999999,46.0882856,-3.911714400000001,43.858445599999996,13.909384400000006,8.600500029023523,8.957717525987354,296,216,63.6363,11.636299999999999
La_liga,2015,8,Malaga,38,12,12,14,38,35,48,45.751884000000004,7.751884000000004,42.778771000000006,45.25460600000001,10.25460600000001,43.76818000000001,-0.9894089999999981,7.83013294058133,7.261826846638326,196,191,53.08010000000001,5.080100000000009
La_liga,2015,9,Real Sociedad,38,13,9,16,45,48,48,47.947143999999994,2.9471439999999944,47.203864,48.036505000000005,0.03650500000000534,42.822658000000004,4.381206,8.157426954128175,9.268504881207773,185,183,52.7503,4.750300000000003
La_liga,2015,10,Real Betis,38,11,12,15,34,52,45,40.112455100000005,6.112455100000005,37.1393511,64.394609,12.394609000000003,63.65132900000001,-26.511977899999998,11.124883653663153,6.627317033432555,152,283,40.48800000000001,-4.511999999999993
La_liga,2015,11,Valencia,38,11,11,16,46,48,44,50.50809900000001,4.5080990000000085,46.63637500000001,61.685717,13.685716999999997,58.586166000000006,-11.949791000000001,9.061171747361186,7.278318840048795,203,250,46.72509999999999,2.7250999999999905
La_liga,2015,12,Las Palmas,38,12,8,18,45,53,44,38.676393000000004,-6.3236069999999955,34.949103,59.23681529999999,6.236815299999989,56.26372229999999,-21.314619300000004,10.079552235791619,8.927858357891036,228,250,41.17930000000001,-2.820699999999988
La_liga,2015,13,Espanyol,38,12,7,19,40,74,43,46.09186,6.091859999999997,43.862021999999996,60.84227799999999,-13.157722000000007,56.382991,-12.520969000000001,8.504199708180982,7.50859744963642,186,219,43.1508,0.15079999999999671
La_liga,2015,14,Eibar,38,11,10,17,49,61,43,52.916666,3.9166659999999993,46.843993000000005,50.580983,-10.419016999999997,47.45242,-0.6084269999999985,7.804410334637702,7.974348621324925,191,218,54.02529999999999,11.025299999999987
La_liga,2015,15,Deportivo La Coruna,38,8,18,12,45,61,42,43.74708699999999,-1.2529130000000066,43.00381399999999,52.374037,-8.625962999999999,49.400919,-6.397105,11.324321016787863,8.739138471099285,166,240,46.07909999999999,4.07909999999999
La_liga,2015,16,Sporting Gijon,38,10,9,19,40,62,39,42.5678716,2.5678715999999966,40.9817666,60.61672700000001,-1.3832729999999884,53.043757000000014,-12.061990399999997,11.566715504623808,6.814093478366836,132,265,40.6074,1.6073999999999984
La_liga,2015,17,Granada,38,10,9,19,46,69,39,41.353233,-4.646766999999997,36.150419,62.374919999999996,-6.625080000000004,58.65852399999999,-22.508104999999997,8.999244943285099,7.2419761155766595,117,268,38.499399999999994,-0.5006000000000057
La_liga,2015,18,Rayo Vallecano,38,9,11,18,52,73,38,52.25944080000001,0.25944080000000724,49.8896658,65.08895700000002,-7.911042999999978,58.399829,-8.510163200000001,6.963565825291231,9.27039521927305,157,240,45.77530000000001,7.7753000000000085
La_liga,2015,19,Getafe,38,9,9,20,37,67,36,41.773185999999995,4.7731859999999955,40.286629,63.348645,-3.6513550000000023,55.77580799999999,-15.489179,9.866715449685875,7.2307065951473835,159,229,40.87899999999999,4.878999999999991
